record_id,mandi_id,mandi_name,crop_type,crop_category,quantity_quintals,procurement_date,slot_start,slot_end,slot_hour,day_of_week,month,farmers_in_selected_slot,active_queue_count,arrival_time,completion_time,created_at,actual_processing_duration_mins
SYN-04424,MD-BRD-001,Burdwan Agricultural Mandi,Bajra (Pearl Millet),coarse_cereals,38.89,2025-10-04,12:00:00,12:30:00,12,5,10,4,7,2025-10-04 12:00:00,2025-10-04 12:38:00,2025-10-04 11:01:00,38
SYN-04425,MD-NAD-001,Nadia Agricultural Mandi,Moong,pulses,44.13,2025-07-11,14:30:00,15:00:00,14,4,7,5,7,2025-07-11 14:30:00,2025-07-11 15:05:00,2025-07-11 13:08:00,35
SYN-04426,MD-KOL-003,New Town Agricultural Mandi,Wheat,food_grains,18.87,2026-06-15,15:30:00,16:00:00,15,0,6,3,4,2026-06-15 15:35:00,2026-06-15 15:59:00,2026-06-15 13:14:00,24
SYN-04427,MD-KOL-003,New Town Agricultural Mandi,Soybean,oilseeds,28.22,2025-06-06,14:30:00,15:00:00,14,4,6,8,7,2025-06-06 14:35:00,2025-06-06 15:16:00,2025-06-06 12:34:00,41
SYN-04428,MD-KOL-001,Ballygunge Agricultural Mandi,Wheat,food_grains,18.73,2025-10-21,15:00:00,15:30:00,15,1,10,7,8,2025-10-21 15:00:00,2025-10-21 15:29:00,2025-10-21 14:24:00,29
SYN-04429,MD-KOL-003,New Town Agricultural Mandi,Ragi (Finger Millet),coarse_cereals,17.56,2026-04-14,12:00:00,12:30:00,12,1,4,9,9,2026-04-14 12:15:00,2026-04-14 12:53:00,2026-04-14 11:24:00,38
SYN-04430,MD-KOL-002,Taratala Agricultural Mandi,Groundnut,oilseeds,9.32,2026-07-15,15:30:00,16:00:00,15,2,7,4,4,2026-07-15 16:35:00,2026-07-15 17:13:00,2026-07-15 15:12:00,38
SYN-04431,MD-MUR-001,Murshidabad Agricultural Mandi,Mustard / Rapeseed,oilseeds,54.87,2026-07-14,11:30:00,12:00:00,11,1,7,6,10,2026-07-14 11:45:00,2026-07-14 12:32:00,2026-07-14 10:56:00,47
SYN-04432,MD-KOL-001,Ballygunge Agricultural Mandi,Gram (Chana),pulses,17.5,2025-02-23,15:00:00,15:30:00,15,6,2,4,7,2025-02-23 15:15:00,2025-02-23 15:46:00,2025-02-23 14:23:00,31
SYN-04433,MD-KOL-003,New Town Agricultural Mandi,Arhar (Tur),pulses,50.76,2026-07-01,15:00:00,15:30:00,15,2,7,4,9,2026-07-01 15:00:00,2026-07-01 15:33:00,2026-07-01 12:51:00,33
SYN-04434,MD-MUR-001,Murshidabad Agricultural Mandi,Wheat,food_grains,73.31,2025-03-11,13:00:00,13:30:00,13,1,3,2,3,2025-03-11 13:10:00,2025-03-11 13:43:00,2025-03-11 10:29:00,33
SYN-04435,MD-MUR-001,Murshidabad Agricultural Mandi,Rice / Paddy,food_grains,21.8,2025-12-22,11:00:00,11:30:00,11,0,12,8,9,2025-12-22 11:10:00,2025-12-22 11:43:00,2025-12-22 08:12:00,33
SYN-04436,MD-HOW-001,Howrah Agricultural Mandi,Maize,coarse_cereals,52.53,2026-07-20,10:30:00,11:00:00,10,0,7,9,9,2026-07-20 11:35:00,2026-07-20 12:26:00,2026-07-20 11:10:00,51
SYN-04437,MD-HOW-001,Howrah Agricultural Mandi,Rice / Paddy,food_grains,42.22,2026-02-03,10:00:00,10:30:00,10,1,2,14,17,2026-02-03 10:00:00,2026-02-03 11:00:00,2026-02-03 06:46:00,60
SYN-04438,MD-HOO-001,Hooghly Agricultural Mandi,Jute,commercial_and_fibre,93.11,2026-07-31,09:30:00,10:00:00,9,4,7,12,14,2026-07-31 09:45:00,2026-07-31 10:47:00,2026-07-31 06:50:00,62
SYN-04439,MD-BRD-001,Burdwan Agricultural Mandi,Wheat,food_grains,43.91,2025-07-29,08:00:00,08:30:00,8,1,7,6,8,2025-07-29 08:00:00,2025-07-29 08:41:00,2025-07-29 04:07:00,41
SYN-04440,MD-BRD-001,Burdwan Agricultural Mandi,Groundnut,oilseeds,31.49,2025-07-11,11:30:00,12:00:00,11,4,7,9,11,2025-07-11 12:35:00,2025-07-11 13:28:00,2025-07-11 09:41:00,53
SYN-04441,MD-HOO-001,Hooghly Agricultural Mandi,Mustard / Rapeseed,oilseeds,26.26,2025-07-18,08:30:00,09:00:00,8,4,7,3,5,2025-07-18 08:30:00,2025-07-18 09:01:00,2025-07-18 06:01:00,31
SYN-04442,MD-KOL-003,New Town Agricultural Mandi,Urad,pulses,54.7,2025-08-04,15:30:00,16:00:00,15,0,8,4,8,2025-08-04 15:45:00,2025-08-04 16:25:00,2025-08-04 14:39:00,40
SYN-04443,MD-KOL-003,New Town Agricultural Mandi,Arhar (Tur),pulses,17.44,2026-02-20,13:00:00,13:30:00,13,4,2,8,12,2026-02-20 13:00:00,2026-02-20 13:38:00,2026-02-20 12:07:00,38
SYN-04444,MD-NAD-001,Nadia Agricultural Mandi,Wheat,food_grains,67.94,2025-10-03,15:00:00,15:30:00,15,4,10,8,8,2025-10-03 16:15:00,2025-10-03 16:57:00,2025-10-03 15:44:00,42
SYN-04445,MD-BRD-001,Burdwan Agricultural Mandi,Rice / Paddy,food_grains,23.59,2026-03-25,11:00:00,11:30:00,11,2,3,6,9,2026-03-25 11:05:00,2026-03-25 11:44:00,2026-03-25 09:19:00,39
SYN-04446,MD-KOL-001,Ballygunge Agricultural Mandi,Gram (Chana),pulses,40.39,2025-09-11,10:00:00,10:30:00,10,3,9,6,6,2025-09-11 10:10:00,2025-09-11 10:56:00,2025-09-11 07:34:00,46
SYN-04447,MD-BRD-001,Burdwan Agricultural Mandi,Gram (Chana),pulses,29.81,2025-07-07,10:00:00,10:30:00,10,0,7,11,11,2025-07-07 10:15:00,2025-07-07 10:59:00,2025-07-07 07:11:00,44
SYN-04448,MD-HOW-001,Howrah Agricultural Mandi,Jute,commercial_and_fibre,23.89,2025-04-26,15:00:00,15:30:00,15,5,4,1,5,2025-04-26 15:05:00,2025-04-26 15:34:00,2025-04-26 12:15:00,29
SYN-04449,MD-KOL-002,Taratala Agricultural Mandi,Bajra (Pearl Millet),coarse_cereals,17.56,2025-12-02,09:00:00,09:30:00,9,1,12,10,12,2025-12-02 10:05:00,2025-12-02 10:48:00,2025-12-02 07:08:00,43
SYN-04450,MD-KOL-001,Ballygunge Agricultural Mandi,Bajra (Pearl Millet),coarse_cereals,26.89,2026-07-01,13:30:00,14:00:00,13,2,7,7,7,2026-07-01 14:30:00,2026-07-01 15:09:00,2026-07-01 11:07:00,39
SYN-04451,MD-KOL-003,New Town Agricultural Mandi,Cotton,commercial_and_fibre,80.17,2026-06-07,10:30:00,11:00:00,10,6,6,9,13,2026-06-07 11:40:00,2026-06-07 12:37:00,2026-06-07 08:05:00,57
SYN-04452,MD-KOL-002,Taratala Agricultural Mandi,Sugarcane,commercial_and_fibre,76.96,2025-06-04,11:00:00,11:30:00,11,2,6,3,4,2025-06-04 11:15:00,2025-06-04 12:08:00,2025-06-04 10:24:00,53
SYN-04453,MD-KOL-001,Ballygunge Agricultural Mandi,Maize,coarse_cereals,22.31,2025-10-18,08:30:00,09:00:00,8,5,10,13,16,2025-10-18 09:35:00,2025-10-18 10:35:00,2025-10-18 08:02:00,60
SYN-04454,MD-KOL-003,New Town Agricultural Mandi,Gram (Chana),pulses,31.19,2026-03-05,11:30:00,12:00:00,11,3,3,6,6,2026-03-05 11:35:00,2026-03-05 12:07:00,2026-03-05 10:02:00,32
SYN-04455,MD-BRD-001,Burdwan Agricultural Mandi,Soybean,oilseeds,14.01,2026-01-08,09:30:00,10:00:00,9,3,1,9,12,2026-01-08 09:35:00,2026-01-08 10:16:00,2026-01-08 05:36:00,41
SYN-04456,MD-NAD-001,Nadia Agricultural Mandi,Jowar (Sorghum),coarse_cereals,52.96,2025-02-10,15:00:00,15:30:00,15,0,2,5,8,2025-02-10 15:15:00,2025-02-10 15:53:00,2025-02-10 12:29:00,38
SYN-04457,MD-KOL-002,Taratala Agricultural Mandi,Moong,pulses,48.63,2025-12-26,09:00:00,09:30:00,9,4,12,7,10,2025-12-26 09:15:00,2025-12-26 10:00:00,2025-12-26 05:31:00,45
SYN-04458,MD-NAD-001,Nadia Agricultural Mandi,Urad,pulses,54.14,2025-01-24,10:00:00,10:30:00,10,4,1,5,10,2025-01-24 10:15:00,2025-01-24 10:56:00,2025-01-24 07:19:00,41
SYN-04459,MD-HOW-001,Howrah Agricultural Mandi,Rice / Paddy,food_grains,72.0,2025-03-12,08:00:00,08:30:00,8,2,3,8,9,2025-03-12 08:00:00,2025-03-12 08:50:00,2025-03-12 07:00:00,50
SYN-04460,MD-NAD-001,Nadia Agricultural Mandi,Gram (Chana),pulses,23.58,2026-02-02,16:30:00,17:00:00,16,0,2,9,13,2026-02-02 16:30:00,2026-02-02 17:15:00,2026-02-02 15:08:00,45
SYN-04461,MD-KOL-002,Taratala Agricultural Mandi,Bajra (Pearl Millet),coarse_cereals,25.27,2025-03-04,13:30:00,14:00:00,13,1,3,8,10,2025-03-04 14:30:00,2025-03-04 15:08:00,2025-03-04 11:50:00,38
SYN-04462,MD-KOL-001,Ballygunge Agricultural Mandi,Ragi (Finger Millet),coarse_cereals,63.8,2025-07-26,13:00:00,13:30:00,13,5,7,10,11,2025-07-26 13:10:00,2025-07-26 14:03:00,2025-07-26 10:46:00,53
SYN-04463,MD-KOL-003,New Town Agricultural Mandi,Rice / Paddy,food_grains,20.22,2025-12-24,12:00:00,12:30:00,12,2,12,5,6,2025-12-24 12:00:00,2025-12-24 12:23:00,2025-12-24 11:35:00,23
SYN-04464,MD-MUR-001,Murshidabad Agricultural Mandi,Groundnut,oilseeds,11.68,2026-02-03,15:00:00,15:30:00,15,1,2,5,7,2026-02-03 15:00:00,2026-02-03 15:35:00,2026-02-03 12:27:00,35
SYN-04465,MD-HOO-001,Hooghly Agricultural Mandi,Soybean,oilseeds,27.48,2025-09-29,09:30:00,10:00:00,9,0,9,9,12,2025-09-29 10:30:00,2025-09-29 11:22:00,2025-09-29 07:08:00,52
SYN-04466,MD-KOL-001,Ballygunge Agricultural Mandi,Rice / Paddy,food_grains,63.22,2025-02-27,14:30:00,15:00:00,14,3,2,9,11,2025-02-27 15:40:00,2025-02-27 16:27:00,2025-02-27 15:03:00,47
SYN-04467,MD-MUR-001,Murshidabad Agricultural Mandi,Wheat,food_grains,58.59,2026-05-01,14:00:00,14:30:00,14,4,5,9,10,2026-05-01 14:00:00,2026-05-01 14:43:00,2026-05-01 11:45:00,43
SYN-04468,MD-BRD-001,Burdwan Agricultural Mandi,Wheat,food_grains,79.09,2026-08-01,08:30:00,09:00:00,8,5,8,6,7,2026-08-01 09:35:00,2026-08-01 10:17:00,2026-08-01 08:31:00,42
SYN-04469,MD-HOO-001,Hooghly Agricultural Mandi,Urad,pulses,24.77,2026-06-25,09:00:00,09:30:00,9,3,6,9,10,2026-06-25 09:10:00,2026-06-25 09:54:00,2026-06-25 07:52:00,44
SYN-04470,MD-NAD-001,Nadia Agricultural Mandi,Ragi (Finger Millet),coarse_cereals,26.55,2026-04-01,12:00:00,12:30:00,12,2,4,4,4,2026-04-01 12:05:00,2026-04-01 12:38:00,2026-04-01 11:31:00,33
SYN-04471,MD-KOL-002,Taratala Agricultural Mandi,Wheat,food_grains,36.47,2025-09-02,09:30:00,10:00:00,9,1,9,10,14,2025-09-02 09:30:00,2025-09-02 10:17:00,2025-09-02 05:31:00,47
SYN-04472,MD-HOO-001,Hooghly Agricultural Mandi,Urad,pulses,48.02,2026-06-17,10:00:00,10:30:00,10,2,6,8,12,2026-06-17 10:05:00,2026-06-17 10:45:00,2026-06-17 08:07:00,40
SYN-04473,MD-MUR-001,Murshidabad Agricultural Mandi,Jute,commercial_and_fibre,33.22,2025-10-24,11:30:00,12:00:00,11,4,10,7,8,2025-10-24 11:40:00,2025-10-24 12:24:00,2025-10-24 09:39:00,44
SYN-04474,MD-HOW-001,Howrah Agricultural Mandi,Maize,coarse_cereals,66.86,2025-03-24,09:00:00,09:30:00,9,0,3,6,7,2025-03-24 10:15:00,2025-03-24 10:54:00,2025-03-24 08:04:00,39
SYN-04475,MD-KOL-001,Ballygunge Agricultural Mandi,Jute,commercial_and_fibre,58.57,2026-06-02,13:30:00,14:00:00,13,1,6,9,12,2026-06-02 14:30:00,2026-06-02 15:23:00,2026-06-02 10:57:00,53
SYN-04476,MD-BRD-001,Burdwan Agricultural Mandi,Jowar (Sorghum),coarse_cereals,56.99,2025-07-14,11:30:00,12:00:00,11,0,7,7,11,2025-07-14 11:45:00,2025-07-14 12:33:00,2025-07-14 09:32:00,48
SYN-04477,MD-NAD-001,Nadia Agricultural Mandi,Bajra (Pearl Millet),coarse_cereals,59.64,2026-07-25,13:00:00,13:30:00,13,5,7,7,8,2026-07-25 13:10:00,2026-07-25 13:50:00,2026-07-25 10:30:00,40
SYN-04478,MD-NAD-001,Nadia Agricultural Mandi,Cotton,commercial_and_fibre,55.7,2025-08-12,11:00:00,11:30:00,11,1,8,2,3,2025-08-12 12:05:00,2025-08-12 12:42:00,2025-08-12 08:28:00,37
SYN-04479,MD-NAD-001,Nadia Agricultural Mandi,Maize,coarse_cereals,54.48,2026-06-13,11:00:00,11:30:00,11,5,6,10,12,2026-06-13 11:05:00,2026-06-13 12:02:00,2026-06-13 09:00:00,57
SYN-04480,MD-KOL-002,Taratala Agricultural Mandi,Groundnut,oilseeds,30.61,2025-11-23,11:30:00,12:00:00,11,6,11,6,10,2025-11-23 11:30:00,2025-11-23 12:15:00,2025-11-23 08:20:00,45
SYN-04481,MD-KOL-001,Ballygunge Agricultural Mandi,Bajra (Pearl Millet),coarse_cereals,58.66,2025-10-12,15:00:00,15:30:00,15,6,10,7,8,2025-10-12 15:00:00,2025-10-12 15:50:00,2025-10-12 11:17:00,50
SYN-04482,MD-BRD-001,Burdwan Agricultural Mandi,Groundnut,oilseeds,59.08,2025-06-30,11:00:00,11:30:00,11,0,6,10,15,2025-06-30 11:05:00,2025-06-30 12:05:00,2025-06-30 07:19:00,60
SYN-04483,MD-BRD-001,Burdwan Agricultural Mandi,Jowar (Sorghum),coarse_cereals,43.97,2026-05-24,13:00:00,13:30:00,13,6,5,2,6,2026-05-24 13:15:00,2026-05-24 13:49:00,2026-05-24 10:29:00,34
SYN-04484,MD-KOL-001,Ballygunge Agricultural Mandi,Moong,pulses,17.0,2025-02-06,15:30:00,16:00:00,15,3,2,11,12,2025-02-06 15:40:00,2025-02-06 16:25:00,2025-02-06 13:51:00,45
SYN-04485,MD-HOO-001,Hooghly Agricultural Mandi,Sugarcane,commercial_and_fibre,97.47,2025-10-13,13:30:00,14:00:00,13,0,10,9,11,2025-10-13 13:35:00,2025-10-13 14:31:00,2025-10-13 10:18:00,56
SYN-04486,MD-HOO-001,Hooghly Agricultural Mandi,Urad,pulses,57.08,2025-08-13,10:30:00,11:00:00,10,2,8,7,6,2025-08-13 11:35:00,2025-08-13 12:19:00,2025-08-13 09:42:00,44
SYN-04487,MD-KOL-003,New Town Agricultural Mandi,Cotton,commercial_and_fibre,67.68,2025-11-27,09:00:00,09:30:00,9,3,11,11,17,2025-11-27 09:00:00,2025-11-27 10:04:00,2025-11-27 06:11:00,64
SYN-04488,MD-NAD-001,Nadia Agricultural Mandi,Rice / Paddy,food_grains,78.87,2025-06-04,12:30:00,13:00:00,12,2,6,12,13,2025-06-04 12:45:00,2025-06-04 13:43:00,2025-06-04 08:55:00,58
SYN-04489,MD-MUR-001,Murshidabad Agricultural Mandi,Wheat,food_grains,45.2,2026-02-09,14:00:00,14:30:00,14,0,2,7,9,2026-02-09 14:10:00,2026-02-09 14:43:00,2026-02-09 12:29:00,33
SYN-04490,MD-BRD-001,Burdwan Agricultural Mandi,Rice / Paddy,food_grains,36.28,2025-08-23,14:00:00,14:30:00,14,5,8,4,3,2025-08-23 14:15:00,2025-08-23 14:49:00,2025-08-23 10:46:00,34
SYN-04491,MD-KOL-002,Taratala Agricultural Mandi,Soybean,oilseeds,36.55,2025-04-25,13:00:00,13:30:00,13,4,4,9,10,2025-04-25 13:05:00,2025-04-25 13:50:00,2025-04-25 10:38:00,45
SYN-04492,MD-HOW-001,Howrah Agricultural Mandi,Soybean,oilseeds,10.85,2025-04-30,08:00:00,08:30:00,8,2,4,7,7,2025-04-30 08:05:00,2025-04-30 08:44:00,2025-04-30 04:40:00,39
SYN-04493,MD-MUR-001,Murshidabad Agricultural Mandi,Moong,pulses,35.2,2026-02-28,14:30:00,15:00:00,14,5,2,6,10,2026-02-28 15:40:00,2026-02-28 16:18:00,2026-02-28 13:03:00,38
SYN-04494,MD-KOL-002,Taratala Agricultural Mandi,Rice / Paddy,food_grains,56.64,2025-06-09,12:00:00,12:30:00,12,0,6,2,6,2025-06-09 13:15:00,2025-06-09 13:48:00,2025-06-09 10:30:00,33
SYN-04495,MD-BRD-001,Burdwan Agricultural Mandi,Groundnut,oilseeds,14.79,2025-07-06,16:30:00,17:00:00,16,6,7,1,3,2025-07-06 16:40:00,2025-07-06 17:09:00,2025-07-06 13:51:00,29
SYN-04496,MD-HOW-001,Howrah Agricultural Mandi,Moong,pulses,19.06,2026-01-17,14:30:00,15:00:00,14,5,1,8,11,2026-01-17 14:45:00,2026-01-17 15:25:00,2026-01-17 13:55:00,40
SYN-04497,MD-HOO-001,Hooghly Agricultural Mandi,Sugarcane,commercial_and_fibre,76.3,2025-07-20,11:30:00,12:00:00,11,6,7,11,13,2025-07-20 12:30:00,2025-07-20 13:44:00,2025-07-20 12:15:00,74
SYN-04498,MD-KOL-003,New Town Agricultural Mandi,Bajra (Pearl Millet),coarse_cereals,57.62,2025-08-24,13:00:00,13:30:00,13,6,8,4,5,2025-08-24 13:05:00,2025-08-24 13:42:00,2025-08-24 12:27:00,37
SYN-04499,MD-MUR-001,Murshidabad Agricultural Mandi,Gram (Chana),pulses,59.22,2025-05-29,12:30:00,13:00:00,12,3,5,6,7,2025-05-29 12:45:00,2025-05-29 13:20:00,2025-05-29 10:11:00,35
SYN-04500,MD-HOO-001,Hooghly Agricultural Mandi,Rice / Paddy,food_grains,27.73,2025-07-29,10:00:00,10:30:00,10,1,7,12,13,2025-07-29 10:15:00,2025-07-29 10:59:00,2025-07-29 08:15:00,44
SYN-04501,MD-HOO-001,Hooghly Agricultural Mandi,Bajra (Pearl Millet),coarse_cereals,60.49,2026-02-26,12:30:00,13:00:00,12,3,2,5,7,2026-02-26 13:35:00,2026-02-26 14:17:00,2026-02-26 12:39:00,42
SYN-04502,MD-HOW-001,Howrah Agricultural Mandi,Moong,pulses,14.47,2025-11-21,10:00:00,10:30:00,10,4,11,17,22,2025-11-21 10:05:00,2025-11-21 11:01:00,2025-11-21 09:38:00,56
SYN-04503,MD-KOL-001,Ballygunge Agricultural Mandi,Wheat,food_grains,19.16,2026-08-30,09:30:00,10:00:00,9,6,8,3,5,2026-08-30 10:30:00,2026-08-30 10:55:00,2026-08-30 08:39:00,25
SYN-04504,MD-BRD-001,Burdwan Agricultural Mandi,Maize,coarse_cereals,53.75,2026-04-15,14:00:00,14:30:00,14,2,4,7,9,2026-04-15 15:10:00,2026-04-15 15:52:00,2026-04-15 14:27:00,42
SYN-04505,MD-KOL-003,New Town Agricultural Mandi,Jowar (Sorghum),coarse_cereals,36.75,2025-01-11,11:00:00,11:30:00,11,5,1,7,9,2025-01-11 11:00:00,2025-01-11 11:42:00,2025-01-11 09:21:00,42
SYN-04506,MD-KOL-002,Taratala Agricultural Mandi,Moong,pulses,48.67,2025-08-19,14:00:00,14:30:00,14,1,8,6,10,2025-08-19 14:05:00,2025-08-19 14:39:00,2025-08-19 13:21:00,34
SYN-04507,MD-BRD-001,Burdwan Agricultural Mandi,Soybean,oilseeds,25.52,2025-06-26,11:30:00,12:00:00,11,3,6,10,13,2025-06-26 11:40:00,2025-06-26 12:31:00,2025-06-26 07:57:00,51
SYN-04508,MD-KOL-002,Taratala Agricultural Mandi,Mustard / Rapeseed,oilseeds,21.22,2025-12-24,14:30:00,15:00:00,14,2,12,7,11,2025-12-24 15:40:00,2025-12-24 16:16:00,2025-12-24 13:09:00,36
SYN-04509,MD-NAD-001,Nadia Agricultural Mandi,Gram (Chana),pulses,35.18,2025-06-11,14:00:00,14:30:00,14,2,6,4,6,2025-06-11 14:05:00,2025-06-11 14:38:00,2025-06-11 10:43:00,33
SYN-04510,MD-HOW-001,Howrah Agricultural Mandi,Ragi (Finger Millet),coarse_cereals,16.92,2026-08-11,14:30:00,15:00:00,14,1,8,2,2,2026-08-11 14:45:00,2026-08-11 15:12:00,2026-08-11 14:04:00,27
SYN-04511,MD-BRD-001,Burdwan Agricultural Mandi,Gram (Chana),pulses,20.33,2025-07-02,11:00:00,11:30:00,11,2,7,9,12,2025-07-02 11:10:00,2025-07-02 11:59:00,2025-07-02 07:15:00,49
SYN-04512,MD-KOL-001,Ballygunge Agricultural Mandi,Jowar (Sorghum),coarse_cereals,19.97,2025-11-14,16:00:00,16:30:00,16,4,11,8,8,2025-11-14 16:05:00,2025-11-14 16:46:00,2025-11-14 12:28:00,41
SYN-04513,MD-BRD-001,Burdwan Agricultural Mandi,Rice / Paddy,food_grains,32.4,2025-03-16,11:00:00,11:30:00,11,6,3,2,3,2025-03-16 12:10:00,2025-03-16 12:44:00,2025-03-16 11:53:00,34
SYN-04514,MD-KOL-002,Taratala Agricultural Mandi,Arhar (Tur),pulses,47.1,2026-07-08,14:30:00,15:00:00,14,2,7,5,6,2026-07-08 14:40:00,2026-07-08 15:15:00,2026-07-08 13:32:00,35
SYN-04515,MD-BRD-001,Burdwan Agricultural Mandi,Arhar (Tur),pulses,11.64,2026-07-09,11:30:00,12:00:00,11,3,7,2,4,2026-07-09 11:40:00,2026-07-09 12:06:00,2026-07-09 10:43:00,26
SYN-04516,MD-KOL-003,New Town Agricultural Mandi,Bajra (Pearl Millet),coarse_cereals,46.71,2026-04-28,10:00:00,10:30:00,10,1,4,12,15,2026-04-28 10:05:00,2026-04-28 10:59:00,2026-04-28 07:25:00,54
SYN-04517,MD-KOL-001,Ballygunge Agricultural Mandi,Mustard / Rapeseed,oilseeds,44.26,2025-08-02,13:30:00,14:00:00,13,5,8,5,8,2025-08-02 13:45:00,2025-08-02 14:28:00,2025-08-02 10:16:00,43
SYN-04518,MD-HOW-001,Howrah Agricultural Mandi,Arhar (Tur),pulses,34.6,2025-02-05,11:30:00,12:00:00,11,2,2,7,12,2025-02-05 12:45:00,2025-02-05 13:30:00,2025-02-05 10:23:00,45
SYN-04519,MD-KOL-001,Ballygunge Agricultural Mandi,Jute,commercial_and_fibre,56.16,2026-03-09,10:00:00,10:30:00,10,0,3,6,8,2026-03-09 11:05:00,2026-03-09 11:53:00,2026-03-09 10:26:00,48
SYN-04520,MD-KOL-003,New Town Agricultural Mandi,Rice / Paddy,food_grains,56.47,2025-09-18,11:30:00,12:00:00,11,3,9,13,12,2025-09-18 11:35:00,2025-09-18 12:33:00,2025-09-18 10:12:00,58
SYN-04521,MD-NAD-001,Nadia Agricultural Mandi,Rice / Paddy,food_grains,69.63,2026-08-26,09:00:00,09:30:00,9,2,8,5,8,2026-08-26 09:05:00,2026-08-26 09:38:00,2026-08-26 08:19:00,33
SYN-04522,MD-HOO-001,Hooghly Agricultural Mandi,Sugarcane,commercial_and_fibre,28.77,2026-03-01,16:00:00,16:30:00,16,6,3,5,9,2026-03-01 16:10:00,2026-03-01 16:53:00,2026-03-01 15:20:00,43
SYN-04523,MD-NAD-001,Nadia Agricultural Mandi,Maize,coarse_cereals,58.85,2025-11-24,13:30:00,14:00:00,13,0,11,10,10,2025-11-24 13:30:00,2025-11-24 14:19:00,2025-11-24 13:08:00,49
SYN-04524,MD-MUR-001,Murshidabad Agricultural Mandi,Wheat,food_grains,14.3,2026-08-23,09:30:00,10:00:00,9,6,8,11,14,2026-08-23 10:30:00,2026-08-23 11:14:00,2026-08-23 09:19:00,44
SYN-04525,MD-HOW-001,Howrah Agricultural Mandi,Wheat,food_grains,43.75,2026-05-02,14:00:00,14:30:00,14,5,5,6,8,2026-05-02 14:10:00,2026-05-02 14:50:00,2026-05-02 11:15:00,40
SYN-04526,MD-HOO-001,Hooghly Agricultural Mandi,Cotton,commercial_and_fibre,58.47,2025-10-06,12:00:00,12:30:00,12,0,10,6,7,2025-10-06 12:10:00,2025-10-06 12:55:00,2025-10-06 10:57:00,45
SYN-04527,MD-KOL-001,Ballygunge Agricultural Mandi,Urad,pulses,15.87,2025-01-12,14:00:00,14:30:00,14,6,1,4,8,2025-01-12 14:05:00,2025-01-12 14:38:00,2025-01-12 10:24:00,33
SYN-04528,MD-KOL-003,New Town Agricultural Mandi,Moong,pulses,9.93,2025-02-26,12:00:00,12:30:00,12,2,2,7,11,2025-02-26 12:10:00,2025-02-26 12:41:00,2025-02-26 11:12:00,31
SYN-04529,MD-NAD-001,Nadia Agricultural Mandi,Jute,commercial_and_fibre,21.37,2025-09-27,08:00:00,08:30:00,8,5,9,7,9,2025-09-27 08:05:00,2025-09-27 08:52:00,2025-09-27 06:02:00,47
SYN-04530,MD-KOL-001,Ballygunge Agricultural Mandi,Wheat,food_grains,12.61,2025-12-08,10:00:00,10:30:00,10,0,12,8,12,2025-12-08 10:05:00,2025-12-08 10:43:00,2025-12-08 09:11:00,38
SYN-04531,MD-KOL-003,New Town Agricultural Mandi,Rice / Paddy,food_grains,50.15,2025-01-19,14:30:00,15:00:00,14,6,1,5,7,2025-01-19 14:40:00,2025-01-19 15:16:00,2025-01-19 13:30:00,36
SYN-04532,MD-KOL-002,Taratala Agricultural Mandi,Rice / Paddy,food_grains,20.88,2025-03-18,14:30:00,15:00:00,14,1,3,8,8,2025-03-18 14:45:00,2025-03-18 15:25:00,2025-03-18 12:13:00,40
SYN-04533,MD-BRD-001,Burdwan Agricultural Mandi,Maize,coarse_cereals,58.52,2026-03-05,14:30:00,15:00:00,14,3,3,8,11,2026-03-05 14:35:00,2026-03-05 15:24:00,2026-03-05 12:44:00,49
SYN-04534,MD-HOO-001,Hooghly Agricultural Mandi,Rice / Paddy,food_grains,72.93,2026-04-02,08:30:00,09:00:00,8,3,4,6,6,2026-04-02 08:40:00,2026-04-02 09:17:00,2026-04-02 07:15:00,37
SYN-04535,MD-NAD-001,Nadia Agricultural Mandi,Sugarcane,commercial_and_fibre,39.85,2025-01-19,14:30:00,15:00:00,14,6,1,7,7,2025-01-19 15:40:00,2025-01-19 16:31:00,2025-01-19 13:07:00,51
SYN-04536,MD-NAD-001,Nadia Agricultural Mandi,Soybean,oilseeds,18.2,2025-11-05,11:30:00,12:00:00,11,2,11,9,9,2025-11-05 11:40:00,2025-11-05 12:28:00,2025-11-05 08:24:00,48
SYN-04537,MD-KOL-002,Taratala Agricultural Mandi,Bajra (Pearl Millet),coarse_cereals,34.58,2025-02-19,13:30:00,14:00:00,13,2,2,6,8,2025-02-19 13:40:00,2025-02-19 14:19:00,2025-02-19 12:12:00,39
SYN-04538,MD-KOL-001,Ballygunge Agricultural Mandi,Urad,pulses,53.49,2026-03-16,10:30:00,11:00:00,10,0,3,5,5,2026-03-16 10:30:00,2026-03-16 11:10:00,2026-03-16 10:01:00,40
SYN-04539,MD-HOW-001,Howrah Agricultural Mandi,Wheat,food_grains,37.99,2026-05-23,14:00:00,14:30:00,14,5,5,10,12,2026-05-23 14:10:00,2026-05-23 14:55:00,2026-05-23 13:16:00,45
SYN-04540,MD-KOL-002,Taratala Agricultural Mandi,Cotton,commercial_and_fibre,24.21,2026-06-13,16:00:00,16:30:00,16,5,6,3,2,2026-06-13 17:10:00,2026-06-13 17:46:00,2026-06-13 13:32:00,36
